/2:28397
"it/1:21125
"may/2:36842
$10/1:10465
$25/1:20876
&amp/6:22329
river/45:1222
riverhead/1:26186
rivers/4:6775
riversid/1:36714
rivet/1:30466
riyad/2:6568
riyadh/3:26439
riyal/10:23127
riyals/3:23255
rject/1:37960
rjr/2:26157
rko/5:17833
rleat/1:42023
rmj/2:25999
ro-ro/1:24933
roach/3:17734
road/14:10074
road,/3:8818
road-build/1:35031
road...but/2:39824
roadblock/1:39855
roads/2:4404
roadway/2:14057
roar/2:25351
roast/6:6854
roasted/1:14830
roaster/6:7470
roasters/1:42472
rob/2:4490
robbi/1:6292
robbin/4:28753
robbins/1:12084
robert/80:986
roberto/2:32725
roberts/2:11059
robertshaw/1:35649
robertson/2:16151
robertu/1:24110
robeson/1:18681
robin/9:1654
robins/1:25359
robinson/3:14746
robintech/1:19933
robot/2:6186
robotics/2:23388
robust/3:23818
robust,/1:17972
robusta/5:7468
roch/2:27810
rochest/4:8753
rochester/1:19501
rock/7:11648
rock-bottom/1:39060
rockefel/1:2048
rocker/1:8560
rocket/1:32122
rockets/1:11432
rockford/1:17113
rocki/5:8888
rockies/1:8895
rockvil/1:35733
rockville/1:39715
rockwel/2:19335
rockwell/2:19340
rockwood/2:5864
rod/3:13063
roderick/3:1914
rodman/1:17443
rodney/3:1328
rodolfo/1:35980
roebuck/3:22625
roel/1:34773
roelof/1:4335
roffman/1:25846
roger/12:390
rogers/2:9949
roland/1:41245
roldan/1:23495
role/64:514
rolf/1:37741
roling/1:33260
roll/20:9037
roll,/1:42278
roll-off/2:24935
roll-on/2:24934
rollback/4:38432
rollin/1:29731
rolling,/1:20054
rollov/1:41758
rolls/2:14738
rolls-royce/1:35833
roma's/1:14334
roman/3:38435
romania/7:6118
rome/4:20836
rome-milan-lo/1:38666
romek/1:42155
romero/2:7141
romilli/1:22782
ron/4:5062
ronald/15:4478
ronson/1:19797
roof/2:13859
roof,/1:37141
roofs/1:3930
room/36:3931
room,/1:26223
rooms,/1:26227
rooney/1:35941
roosevelt/1:37190
roost,/1:37014
roost./1:33959
root/7:6680
ropak/2:16425
roro/1:24944
rosario/6:1547
rose/582:134
rose,/1:31952
rosebay/1:31313
rosecraft/1:12202
rosemari/2:29729
rosenbaum/3:8260
rosenberg/3:8880
rosendal/1:19236
rosendale/1:19234
rosenmul/2:30223
rosewood/2:20479
rosi/2:16213
rosner/1:8063
rospatch/7:18258
rosptach/1:36266
ross/5:20933
rossignol/1:20123
rossignol>/1:20127
rossiya/1:34616
rostenkowski/9:13897
roster/1:28043
rot/4:11348
rotan/1:20680
rotari/1:39724
rotat/4:9828
rotberg/1:25697
rothschild/12:1546
rothschilds/1:25243
rotterdam/21:10906
rotterdam/karachi/1:14574
roubati/2:4862
roubl/5:10159
rouen/3:5410
rouen-hamburg/india/1:14680
rough/5:28796
roughag/1:26052
roughli/21:3287
round/75:659
round,/3:36479
round./1:40151
rounding/3:3797
rounnd/1:24546
roussel/1:42389
roussos/1:4779
roustabout/1:35297
rout/18:9385
route/4:6662
routes/2:33152
routin/16:174
routine/1:32115
rouyn-noranda/2:24321
row/53:4837
rowing/1:25814
rowland/3:21967
rowley-sch/1:41482
rowntre/2:28537
rowntree/1:28546
roxi/2:32682
roy/9:16453
royal/49:1319
royal/bank/1:15067
royalti/26:2938
royalties/2:28590
royalty/1:34851
royc/3:16006
royex/2:12000
rozich/1:28207
rpi/2:36624
rpi)/1:37537
rpr-udf/1:35200
rpt/3:16030
rpt-insituform/1:29186
rri/1:20247
rric/2:7296
rrim/2:7286
rrim)/1:26361
rrt/2:39843
rs/expert/1:7958
rsi/1:41851
rsign/1:1770
rub/1:41288
rubber/53:6280
rubbermaid/1:42163
rubbertech/1:24819
rubble./1:38885
ruben/2:22819
rubibira/1:31288
rubio/4:2768
rucia/1:25674
rude/2:19082
rudi/4:20455
rudolph/2:30008
rugbi/1:7368
ruger/1:18315
rugeroni/1:40517
ruhr/1:13486
ruiz/1:20100
rukwa/1:31294
rule/202:2090
ruled/2:2688
ruler/2:28358
rules/25:2097
rules,/1:24827
ruling/9:12882
rumor/37:1444
rumors/5:14793
rumour/20:3744
run/123:1134
run,/2:21980
run-up/4:13865
runaway/3:30423
rundown/3:18590
rune/1:12885
running/4:16633
runs/1:8874
runs./1:1309
runup/2:24511
rupe/12:7300
rupees/5:3517
rupert/2:17342
rupiah/8:6967
ruptur/2:30784
ruputur/1:42006
rural/12:12246
rush/10:12545
russ/2:37738
russel/2:16209
russelsteel/1:37590
russia/1:41685
russian/4:3143
rust/2:16434
ruter/1:9797
rutger/1:17851
ruvuma/1:31293
ruxpin/1:25478
rvial/1:17907
rwev/1:22736
rx/1:16462
ryan/4:21081
ryavec/3:7030
ryder/1:22092
rydin/2:3003
rye/2:25570
rykoff-sexton/1:20348
ryland/1:39092
ryohei/1:11995
ryzhkov/1:10156
s/40:4602
s&amp;l/1:31135
s-k-i/2:30489
s.a/14:8926
s.a./4:2796
s.a.>/4:27658
s.a.i/1:22781
s.a.y/1:22779
s.a.y.&lt;sayi>/1:22778
s.africa/2:29088
s.african/1:24807
s.australia/1:38906
s.c./1:40653
s.d./1:40893
s.g/4:3251
s.k/1:32857
s.korea/3:21136
s.p.a/1:16428
s.r.l/1:11736
s/l/2:25096
sa/30:5951
sa>/11:4639
saatchi/1:8968
saatchi>/1:36997
saba/3:6240
sabah/1:24901
sabena/1:27555
sabhavasu/1:25425
sabin/2:3031
sabine/1:3049
sabotag/2:8271
sabotage/1:34056
saboya/2:24965
sach/23:2460
sachs/5:7395
sack/5:25434
sacramento/1:34303
sacrific/4:26671
sacrifices/3:21981
sad/1:31165
sadat/1:31563
saddam/4:38729
saddl/2:34080
saddlebrook/1:23567
saf/2:35659
safe/11:7733
safecard/1:22765
safeco/1:1120
safeguard/9:18414
safely/1:22463
safer/2:12442
safeti/19:12270
safety/1:16120
safety-first/1:33781
safety-kleen/3:5115
safeway/5:17626
saffron/1:31315
safra/1:42773
saft/1:32747
safvean/1:40263
sag/3:4485
saga/2:16799
sage/2:7759
sahlen/1:27259
sahr/2:14200
said/5017:32
said,"from/1:24281
said,"th/1:13451
said-/1:19210
said./1:41912
said...act/1:18252
said...dri/1:18254
said...taiwan/1:18223
said.basically/1:9972
saidan/1:6572
saidperform/1:8285
sail/10:4812
sailed/1:22312
sailor/1:24951
saint/2:14358
saint-aignan/1:20911
saint-gobain/1:31731
saito/5:6914
saiud/1:1226
sak/1:41332
sake/3:4397
salaam/5:25227
salad/2:13615
salado/1:23943
salah/1:31555
salant/3:31885
salari/24:2499
salaried/1:35784
salaries/5:24700
salary/2:14447
sale/1256:96
sale-at-a-loss/1:12184
sale-purchas/1:21876
saleabl/2:21909
saleh/2:34504
salem/3:12336
sales/73:4888
sales,/3:17779
sales--a/1:41120
sales./1:37761
salespeopl/1:36823
salina/1:41323
salli/1:17295
salmon/2:15280
salmonella/2:22253
salmonella/calf/1:23746
salomon/28:7031
salon/1:16430
salt/7:10890
saltpet/1:24216
salutari/1:39747
salvador/12:5464
salvag/10:6253
salvaged/1:25746
salvino/1:40738
salzgitt/2:7401
sam/3:31110
sama/3:24927
samaila/2:38797
samarco/1:31354
samba/2:28481
same/379:63
same)/2:8587
same,/1:9545
same-amstutz/1:39672
same-matur/1:8448
same-stor/1:33844
same./1:9969
samedan/1:5605
sami/1:17343
sampl/7:8074
sample/1:36586
samson/1:29341
samsung/1:41407
samudio/1:29530
samuel/12:11623
samuels/1:22937
samurai/1:26990
san/40:1126
sanborn/1:40593
sanchez/2:29712
sanction/38:3455
sanctions/7:6446
sanctions,/1:38551
sand/13:5610
sandbank/1:26368
sandberg/1:21439
sandi/1:26845
sandox/1:24771
sandoz/3:24772
sandra/5:13179
sandsport/1:16359
sandston/1:20868
sanduski/1:27594
sandustri/1:2053
sandwich/2:19296
sanford/11:1414
sangsu/1:36118
sanivan/1:19021
sank/3:24887
sant/2:37029
santa/30:7963
santana/3:26213
santand/2:22067
santander>/2:22063
santi/1:39861
santiago/4:6774
santo/28:9804
santos/6:22816
santos/hodeidah/1:14687
santow/1:29923
sanwa/5:11163
sanwet/1:32023
sao/11:10996
sapiens/1:28829
sara/3:2790
sarasota/3:5531
sardin/1:33243
sargent-welch/1:12201
sarl>/3:13134
sarlo/1:28925
sarney/8:9521
sartaj/1:17201
sarvaa/1:4393
saskatchewan/5:24670
sasl/1:35383
sassan/1:41433
sasser/1:40718
sassmannshausen/1:26611
sat/3:5940
sat-apt/1:33772
satat/1:23920
satellit/7:5913
satellite/1:30462
satellite-bas/1:23389
satellites/1:28373
sation/1:24676
satisfacotri/1:32210
satisfact/2:2028
satisfaction/2:16753
satisfactori/38:1236
satisfactorili/3:31195
satisfactory/3:15557
satisfi/49:1942
satisfied/5:4956
satisifi/2:26094
satoshi/22:6747
satur/1:17844
saturated/2:17872
saturday/25:4754
saturn/1:25827
saudi/59:1366
saudia/2:31097
saul/2:8338
saunder/4:23186
saunders/1:41299
sausag/3:11222
sausage/1:18113
savannah/3:32873
save/179:1129
saved/1:17360
saver/1:11011
savers/1:14166
saving/2:27514
savings/21:2316
savings&lt;cbc>/1:37752
savings,/1:40684
savings>/1:11008
savior/1:27202
saviour/1:30178
savori/1:32188
savoy/1:15448
savvi/1:34476
saw/72:4614
sawdust./1:23617
sawmil/5:1599
saxon/1:39618
saxton/1:20207
say/792:370
say,/2:31944
say./3:39774
sayam/1:37386
saying/23:6435
says/10:7574
sbci/1:25939
scale/38:5398
scale-back/2:23427
scaled-back/2:23426
scaled-down/1:24588
scallop/1:9158
scan-graph/2:11903
scan-graphics/2:11899
scandal/7:13721
scandal,/2:32973
scandinavia/3:2998
scandinavian/2:28039
scanner/1:25349
scant/4:6952
scarc/3:24292
scarce/1:38922
scarcity/1:26825
scat/1:37856
scatter/6:5424
scb/1:31971
scenario/9:7863
scenario,/2:9584
scene/4:22825
scenerio/1:35850
scenes,/1:12483
sceptic/11:13925
sceptical/1:10207
sceptr/2:11610
sceptre./1:40918
schedul/161:2381
schedule/6:3527
scheduled/8:10520
scheduled,/1:38826
scheduled./2:31199
schedules/2:16602
scheduyl/1:28747
scheetz/1:25303
scheme/33:4656
schemes/2:26585
schemes,/1:26410
schenectady/1:15499
schenker/1:35525
schere/1:13370
schering-plough/1:13367
scheudl/1:9157
schill/6:10607
schiller/1:14210
schilling/1:35726
schillings/1:26880
schipol/1:41677
schlang/1:29726
schlecht/2:25217
schleed/1:35539
schlesing/1:13389
schleswig-holstein/1:20167
schlick/1:32636
schlumberg/12:26848
schlumberger/4:26866
schlumberger&lt;slb>/1:32832
schmidt/6:9051
schmidt-chiari/1:26874
schneider/2:31193
schoenheim/1:40710
scholast/1:38261
scholl/1:13369
school/9:20309
schoufour/2:22776
schrader/1:11226
schroeder-hohenwarth/1:32099
schulmann/1:14081
schultz/5:26303
schuman/1:33213
schutz/1:4884
schwab/2:12041
schwartz/1:22422
schwatz/1:22420
schweizerhal/1:30145
schweizerhalle/1:30146
schweizerisch/6:30100
schwepp/2:26196
sci/2:18214
scienc/25:1076
science/1:36383
sciences/1:34617
scienci/1:33903
scientif/19:7951
scientist/5:15629
scime/1:17763
scimed/1:17767
scitex/1:22867
sclumberg/1:32833
scm/1:11290
scoa/1:13896
sconninx/1:9627
scope/22:11956
scor/1:33695
score/4:6675
scotch/1:28501
scotia/6:16488
scotia>/2:9579
scotian/1:35919
scotland/3:18810
scotsdale/1:23325
scott/16:1279
scottish/5:7741
scottsboro/1:8742
scrambl/4:20769
scranton/1:36711
scrap/17:6402
scream/1:36507
screen/5:11437
screw/1:12624
scrimgeour/1:33956
scrip/4:10349
scripp/1:11984
scrubber/1:35501
scrubbers/1:35500
scrutini/1:41876
scrutiny/2:4600
scs/comput/1:27138
scurry-rainbow/1:26983
scuttl/1:12630
scuttled./1:25632
sdc/1:28576
sdn/1:24445
sdr/6:7572
sdrs/2:15816
sdrs)/1:42563
sdtock/1:33866
se/1:11224
sea/78:4753
sea-alaska/1:26263
sea-land/4:6032
sea/usg/1:14615
seabed/1:39280
seaboard/1:29257
seaborn/1:887
seafar/3:25118
seafarers/3:25117
seafood/1:26265
seaforth/8:6089
seaga/1:26728
seagat/1:19859
seagram/2:36740
seal/4:28877
sealant/1:19634
seali/3:8705
sealy/3:8707
sealy-brand/1:19506
seam/1:16435
seaman/4:8061
seamen/24:18866
seamen,/1:22824
seamless/1:3600
seaprid/1:27279
sear/3:22624
search/22:3493
searl/2:13834
searle/1:13835
seas/1:28920
seascop/1:27299
seashor/1:29805
seashore/1:29804
season/221:57
season,/1:3956
season./1:3958
seasonal/1:7410
seasonal-typ/1:36691
seasonally-adjust/8:21628
seasonally-weight/1:34067
seasons/4:14256
seat/14:2882
seat)/1:30278
seattl/5:8207
seattle/6:27849
seaway/6:11066
seaway,/1:38440
seax/1:41771
sebaana-kizito/1:38956
sebastiao/1:10223
sebre/1:36777
sebro/1:38138
sec/34:2347
secaucus/4:11965
secertari/2:17707
second/302:422
second,/1:34081
second-half/3:9246
second-hand/1:40747
second-highest/1:9738
second-largest/3:1911
second-longest/1:16928
second-quart/3:17739
second-ti/1:38615
second-worst/1:40008
secondari/14:8058
secondly/2:39962
secrecy/1:15899
secret/12:6638
secretari/217:1576
secretariat/5:22177
secretary/4:14846
secretary-gener/2:5748
secretli/1:36871
section/34:13812
sections/1:3714
sector/184:906
sector,/1:13274
sector--continu/1:11724
sector-specif/1:41982
sectors/24:2121
secur/531:1013
securit/1:35951
securities/45:996
securities,/1:15570
securities.....8.25......6.15......7.75./1:9279
securities....7.10......5.50......7.00./1:9285
securities>/1:34740
securitis/2:6342
security/15:10889
security,/1:35964
security-sensit/1:34426
securties/1:32088
sedgwick/1:10448
sedi/1:30236
sedimentari/1:41520
sedio/1:264
sedren/1:30455
see/535:392
seec/1:39684
seeco/1:11372
seed/20:5679
seedb/2:11693
seedbeds/1:19525
seeding/1:8484
seedl/1:10096
seeds/5:22884
seeds,/1:26744
seek/316:503
seeker/1:21808
seeking/1:41028
seekiong/1:18900
seeks/1:32925
seelig/1:34821
seem/90:67
seemingli/2:18040
seen/200:920
seen,/2:11639
seeq/1:19898
seetransport/1:20905
seger/2:20307
segment/27:4161
segment,/1:41813
segments/3:16215
segments,/1:42230
segreg/3:15696
seguel/1:35981
seguin/1:35195
seibel/2:30922
seidler/1:38193
seidman/1:35604
seipp/3:12788
seismic/8:14632
seismologist/1:23950
seiz/5:25352
seizer/1:27483
sekiyu/1:28405
sekiyukagaku/1:28407
select/32:1662
select./1:18939
selecterm/1:23769
selective/1:26737
self/1:30543
self-centred/1:33436
self-confidence/1:36627
self-contain/1:35207
self-destruct/1:41915
self-impos/5:22946
self-interest/1:41920
self-regul/1:37571
self-regulated/1:30067
self-regulatori/1:19417
self-suffic/1:39956
self-suffici/10:9889
self-sufficiency/1:38796
self-supporting/1:16974
self-tend/1:20481
selfish/1:12733
sell/611:214
sell"/4:29459
sell-off/2:35761
sell-out/1:27498
seller/23:7445
sellers/4:23516
selling/6:15720
selling,/1:38684
selloff/6:9696
sells/2:16464
sells>/1:39169
selm-societa/1:29498
selz/2:25891
semegran/1:27450
semi/3:13985
semi-annu/19:13868
semi-conductor/1:7621
semi-conductors/2:16761
semi-finish/4:9035
semi-gilts/1:36232
semi-govern/4:33111
semi-offici/7:6369
semi-perman/1:6129
semi-publ/1:28353
semiannu/3:19427
semiconduct/3:10933
semiconducteurs>/1:40586
semiconductor/65:2833
semiconductor&lt;nsm>/1:40340
semiconductor-bas/1:3470
semiconductors/30:2853
seminar/6:14778
seminconductor/1:2364
semolina/3:4672
sen/24:18765
senat/77:1577
senate/9:10932
senators/2:29797
send/31:6436
sendai/1:10260
seneca/1:13566
seneg/1:18770
senegal/3:31214
seng/3:21419
senior/169:634
sens/22:5216
sensat/1:41737
sense/3:8800
sense,/2:14745
sensibl/4:8848
sensit/16:4374
sensitive/1:26675
sensor/2:6162
sensormat/2:26111
sensors/1:6161
sent/56:3977
sent./1:37312
sentenc/3:2711
sentiment/41:11839
sentri/1:29238
sentuc/1:41980
seoul/10:3867
seoul-heinz/1:34152
separ/72:4483
separate/2:5251
separately/16:9879
sepemb/1:28905
sepember/1:38631
seper/2:20071
sept/16:192
sept-aug)/1:28055
sept/dec/3:25897
sept/march/1:27435
sept/nov/1:33303
septemb/183:1689
september/70:6598
september-april/1:30030
september-august/1:30040
september-january/1:18874
seputro/1:26630
sequencing/1:35651
sequest/2:15870
sequestr/1:15875
sequestration/1:15885
sequoia/1:35801
sergey/2:26382
sergeyev/1:34614
seri/72:2176
serial/1:32501
seric/1:32686
serier/1:12570
series/1:37525
series>/1:35837
seriou/75:2131
serious/29:7857
serious,/3:9216
seriously/4:24390
seriously,/5:15969
seriously./1:10204
serv/62:597
servant/1:14230
serves,/1:39778
servi/1:20957
servic/370:490
service/23:9170
service-produc/1:16890
service>/1:42442
servicemast/2:25700
services/48:2221
services-produc/1:7837
services./1:12155
services...8.00......6.25......7.50./1:9280
services>/2:27099
servici/1:8836
servicing/2:14309
serving/1:10167
servo/1:20211
servotron/2:12469
sesame/2:14252
sesostri/1:18977
sesostris/1:18978
session/96:1388
session,/1:32537
session./1:38087
sessions/10:10854
set/823:826
set-/1:10387
set-asid/6:5705
setback/8:17087
setbacks/1:34068
sete/1:5412
seton/1:32109
sets/3:27947
sett/4:8250
settel/1:41137
setter/1:13027
settl/50:6400
settled/5:7711
settlem/1:16099
settlement/81:1106
settlements/1:40938
seven/327:758
seven)/1:39920
seven-day/10:18384
seven-memb/2:25405
seven-n/1:23036
seven-st/1:22186
seven-week/1:42879
seven-year/8:18587
seventeen/1:9292
seventh/5:12712
seventh-largest/1:30566
seventies./1:14418
sever/316:1450
severe/2:23114
severe./1:39674
severed/1:25807
severel/1:17056
sevice/1:29740
sewers/1:17704
sex/2:18960
sexual/1:36751
sfa/1:35172
sfem/1:38619
sfem)/1:38616
sfsp/1:42215
sgl/1:38746
sgs-thomson/1:40575
sh/1:9002
shaalan/1:40334
shaanxi/1:26394
shad/2:22143
shade/2:28454
shadow/7:15920
shadowfax/1:27820
shaer/1:39473
shafi/1:27436
shaft/3:15851
shafts/1:15862
shake/3:6345
shake-up/3:31261
shaken/2:11461
shakeup/1:39607
shakey/1:34486
shaki/2:17500
shale/1:9481
shall/9:486
shallow/3:3081
shambles./1:35492
shame/1:29699
shamrock/17:11366
shandong/3:25592
shandwick/1:9940
shanghai/16:10419
shanghai,/1:37366
shanker/1:36075
shanley/1:10229
shanxi/2:21336
shape/7:11585
shape,/2:17639
share/1615:246
share)/1:24737
share),/1:33965
share,/8:4025
share-out/2:18031
share-split/1:24113
share...in/1:39455
share.it/1:40311
sharehold/469:433
shareholder/21:6992
shareholders/115:1891
shareholders,/5:12228
shareholders./3:6837
shareholdersapprov/1:30398
shareholdr/1:31934
shareown/2:11742
shares/335:253
shares,/1:2443
shares./2:25374
sharesd/2:21837
sharesseek/1:31606
sharon/1:25744
sharp/151:884
sharper/2:33785
sharpest/2:3095
sharpli/140:889
sharply/19:11964
sharply,/2:8444
shatter/1:4499
shattner/1:28817
shaw/4:12350
shawmut/1:29859
shb/1:38931
she/64:455
shear/1:5289
shearon/1:27089
shearson/50:608
shearson,/2:8804
shed/8:6287
sheehi/2:41331
sheep/2:5288
sheer/3:10182
sheet/48:3230
sheet,/2:3736
sheets/2:12230
shefra/1:5765
sheikh/8:22942
shekel/1:31445
shekels/2:22920
shelard/1:701
shelbourn/1:36621
shelby/1:14904
sheldahl/3:16225
sheldaul/1:38355
shelf/15:4867
shell/34:1323
shell-brand/1:35742
shell/post/1:18077
shell>/1:40232
shelter/2:28947
shelv/4:16009
shenzhen/3:26388
shepard/1:29014
shepherd/1:16819
sheppard/2:31026
sheraton/1:39807
sheridan/1:16131
sheriff/2:11893
sherlock/1:22731
sherwood/1:37167
sherwoood/1:37168
shex/3:14547
shex/4,000/1:14546
shg/1:38928
shi/5:8453
shibiao/2:2984
shield/11:1202
shieldalloy/1:37111
shields/1:29402
shift/64:2789
shift,/1:39742
shigeru/1:17687
shill/4:3404
shilling/1:13278
shillings/1:20906
shimbun/1:21362
shin-etsu/1:19631
shin-okubo/1:34475
shinc/3,000/1:14613
shine/3:39968
shing/2:39839
shing,/1:41424
shinjuku/1:34447
shintaro/1:16515
ship/221:899
ship,/1:24953
shipbreak/1:12934
shipbrok/1:20321
shipbuild/17:7189
shipbuilder/1:21350
shipbuilders/3:7193
shipley/1:21013
shipment/183:145
shipment...greec/1:18221
shipments/22:2852
shipmetn/1:1782
shipown/9:10509
shipowners/5:25751
shipped/2:11204
shipper/3:111
shippers/3:26117
shipping/10:15697
shipping-to-hotel/1:31235
ships/15:3543
shipyard/4:7183
shipyards>/1:10418
shiratori/1:9852
shirt/2:11793
shiv/1:36074
shiviyacu-1/1:18799
shiviyacu-23/1:18792
shl/1:38019
shoal/1:5603
shock/4:10073
shoe/17:683
shoes/2:9048
shoichi/3:6239
shoji/3:12027
shole/1:36378
shoney/3:33753
shook/1:24272
shoot/8:3274
shoould/1:1607
shop/20:7129
shop./1:25794
shopkeep/1:40130
shopp/2:7057
shopping/1:34465
shops/1:14154
shopuld/1:35859
shopwel/1:34807
shore/8:969
shore-to-sea/1:41733
shoreline/1:37717
short/153:1712
short-/1:11713
short-cov/2:21323
short-covering/3:7038
short-dat/2:26354
short-form/1:35344
short-haul/1:24291
short-liv/3:21289
short-lived/2:23733
short-rang/1:11434
short-term/86:3804
shortag/113:1394
shortage/11:16249
shortages/2:27641
shortages,/1:20267
shortcov/1:16658
shorten/4:2123
shorter/4:13082
shorter-d/1:38689
shorter-rang/1:11430
shortest/1:11328
shortfal/43:1882
shortfall/6:16750
shortli/32:484
shortly/13:2626
shortly"/1:26198
shot/5:10935
shoul/1:42095
should/437:1042
should,/1:6484
shoulder/1:23264
shouldn't/2:32196
shoup/1:3047
shout/1:25355
show/392:1174
show,/1:24624
showcas/2:42866
showdown/3:17702
showed/20:9508
shower/6:4
showers/1:4761
showing/1:23241
shown/32:8534
showpiec/1:21305
showroom/1:40615
shows/7:1418
shr/1479:517
shr/avg/1:39876
shrae/1:15488
shrank/4:26092
shre/1:27475
shred/1:14576
shrewd/3:34662
shrink/9:3528
shrinkag/1:35725
shrinkage/1:5321
shrinks,/1:32814
shrortli/1:22222
shrug/5:12497
shuffl/1:39606
shuffle/1:39608
shuichi/1:30108
shulansky/1:11970
shulman/1:28922
shultz/11:2963
shun/3:10171
shunjiro/1:3979
shut/26:818
shut-in/3:12160
shutdown/12:815
shutdowns/1:40341
shuwa/1:36282
shuxun/1:41194
shv/3:25032
si/2:14374
sia/2:26427
siaahan/1:41049
siaf/1:13138
siaf)/1:13135
siamwalla/1:24979
sichuan/4:11790
sick./2:25137
sid/1:33212
siddeley/4:23836
side/73:2967
side,/1:21257
side-product/1:17215
side./3:7876
sidelin/7:7458
sider/1:8538
